ID,PRODUCT,SLOGAN,DESCRIPTION,CHARACTERISTICS,URL
130,PASSTICIO,Body de rejilla abierto de amantis,"PASSTICIO un body completo de rejilla super elástico, con manga por el codo y escote; vertiginoso no, ¡lo siguiente! Todo ello, aderezado con topping extra de sensualidad, a modo de motivos florales que se deslizan de principio a fin y tiras entrecruzadas en escote y espalda de escándalo.Y por si fuera poco… ¡sorpresón en la entrepierna! Así es, porque sus tiras del escote, acompañadas por el festín floral, quedan delimitadas por toda un área “abierta”.Sí, es de esas piezas hipersexys con las que provocas un tsunami y la mantienes puesta durante todo el vendaval, fascinantemente bien colocada. Sintiéndote muy sensual y descaradamente poderosa ¿A qué sí?","Pieza única; tejido en malla sin cierres ni costuras. Muy suave y elástico, se adapta a ti como una segunda piel. Parte del escote sin aros y parte de la espalda, ambas con tiras entrecruzadas, sujetando y realzando las dos zonasTanga no incluidoComposición: 94% Nylon, 6% ElastanoTalla: ÚnicaColor: NegroLimpieza y conservación:  Lavar con agua fría y utilizando productos de limpieza suaves o específicos. Para conservar los productos de rejilla en perfecto estado y sin peligro de enganchones, te recomendamos que te hagas con bolsitas de satén individuales de Amantis. ",https://www.amantis.net/passticio-body-rejilla-abierto-amantis/
131,UNIVERSE,Arnés sexual de amantis,"El arnés sexual es uno de los complementos más demandados por todo tipo de parejas en los últimos tiempos, este es sencillo, adaptable a casi cualquier dildo o vibrador y muy económico... es de amantis!UNIVERSE es un arnés sexual universal con diseño sencillo y una gran versatilidad a la hora de combinarlo con todo tipo de dildos. Esto es debido a que el sistema de enganche de sus anillas permite que las mismas sean intercambiables, de manera que si queremos poner anillas de mayor o menor tamaño para cambiar no tendremos ningún problema.Contiene dos anillas metálicas intercambiables de 4 y 5cm, que se adaptarán a multitud de dildos con base ancha y que podrás intercambiar fácilmente gracias al sistema de corchetes con el que se sujetan a las correas.UNIVERSE es totalmente mixto, lo puede llevar tanto una mujer como un hombre, quedando apoyado sobre el pubis cómodamente gracias a su acolchada. El sistema de correas es ajustable y se adapta a cualquier tipo de cuerpo (hasta 160cm) y está fabricado 100% en algodón natural, lo que evita rozaduras o sudoraciones excesivas.Además este arnés universal tiene un pequeño bolsillo para meter una balita vibradora que viene incluida. Esta bala vibradora no solo da placer a la persona que tiene puesto el arnés si no que transmite por contacto la vibración a través del dildo.Como se utiliza el arnés sexual UNIVERSELos arneses sexuales están pensados para que sean una extensión del cuerpo en sí, por ello es importante, que te tomes tu tiempo de probarlo y familiarizarte con su funcionamiento.UNIVERSE es un arnés muy fácil de colocar y ajustar por sus correas universales a las que estamos acostumbradxs en otro tipo de productos. No obstante, te recomendamos que antes de usarlo en la relación sexual, pruebes a ponértelo y a sentirte comodx con él.Cuando lo tengas en tus manos colócalo delante de ti como si fueran unas braguitas o unos calzoncillos, con el mismo movimiento que haces para enfundarte en tu ropa interior, coloca tus piernas en los agujeros y deja que la parte acolchada se pose sobre tu pubis.Para colocar el dildo que vayas a usar, deberás abrir los botones que rodean la anilla, introducir el dildo por la parte de atrás de manera que quede la ventosa o tope de seguridad detrás de la anilla. Es importante que la anilla se ajuste al tamaño del dildo, pues si queda muy suelto perderás control de movimiento en la penetración.Si vas a usarlo para hacer pegging o sexo anal es recomendable utilizar dildos pequeños al principio para ir dilatando poco a poco, así como un lubricante anal con relajante muscular como Bacanal. También podemos usar nuestros dedos o incluso un plug de silicona antes de pasar a un dildo.Antes de introducir este juguete en la pareja, no olvides que es importante comunicarlo y saber cómo se siente nuestro amante respecto al juego que conlleva tener un arnés sexual. Por último, uno de los ingredientes que recomendamos es tener mucha paciencia y darle tiempo para que las experiencias mejoren e ir descubriendo nuevas posiciones y diferentes ángulos de penetración.","  • fabricado en algodón (acolchamiento de poliester)   • contiene dos anillas metálicas intercambiables (4 y 5cm de diámetro)   • adaptable a cualquier talla   • contiene bala vibradora con pilas incluidas   • dildo no incluido   • disponible en color rosa, púrpura y negro ",https://www.amantis.net/universe-arnes-sexual-amantis/
132,DADOS AMANTIS,jugar nunca fue tan divertido,"El parchís, la oca, el Monopoli… ¿qué tienen estos juegos en común? Todos ellos nos hicieron pasar ratos inolvidables en nuestra infancia… ¿Y si seguimos usando juegos de dados para divertirnos ahora?Lanza los tres dados en la cama, en el suelo, en la mesa, en el cuerpo de tu amante… y deja al azar vuestro siguiente movimiento. Los dados te dirán qué hacer, dónde y durante cuánto tiempo. Ten preparado un masturbador masculino, un dildo y tu móvil con el temporizador para no pasaros de tiempo, aunque… ¿podréis aguantar solo unos segundos, u os tocarán las interrogaciones para que podáis alcanzar el clímax en esa postura?Lo habéis pedido y os hemos escuchado, llegan a amantis nuestros dados para jugar en pareja. Separa sus dos partes por la línea de puntos, cuelga el cartel en tu puerta para que nadie os moleste y prepárate para una experiencia única.","Tres dados amantis (localización, tiempo y postura)Diseñado para parejas heterosexualesTened a mano: masturbador masculino, dildo y temporizadorIncluye colgador de puerta con mensaje: “NO MOLESTAR, PAREJA JUGANDO” ",https://www.amantis.net/dados-amantis-jugar-nunca-fue-tan-divertido/
133,LINEAS INFINITAS,medias con liguero para piernas de infarto,"¿Quieres la elegancia de unas medias, con la comodidad de unas panties? Ya no te debatas más entre unas u otras, con estas medias con liguero incorporado tendrás lo mejor de ambos mundos.Con un patrón que combina líneas verticales y una delicada rejilla, estas medias alargarán tus piernas hasta el mismísimo cielo. Por si fuera poco su parte superior tiene un patrón diferente que adornará tus piernas y su gran elasticidad permite que se adapten a diferentes tipos de piernas.¿Qué es lo mejor? ¡Que no dejan marca, ni se caen! Al no tener costura en su unión con el liguero, respeta las curvas originales de tu cuerpo.Combínalas con tus vestidos y faldas favoritas, y sorprende a tu pareja de juegos en el momento apropiado. No necesitarás quitártelas para absolutamente nada. (Y tampoco querrás...)","Medias de rejilla, con trazado de líneas verticales.Liguero incorporado, sin cierres ni costuras en su unión.Talla: única, desde una 36 hasta una 46Color: negroLimpieza y conservación:Lava esta prenda a un máximo de 30º, y preferiblemente a mano con un jabón suave. Si deseas que retome su elasticidad original, acerca las medias a una fuente de vapor durante unos minutos. ",https://www.amantis.net/lineas-infinitas-medias-liguero-piernas-infarto/
134,Estimulador de próstata PROSTIM,,"Si eres hombre y te gusta conocerte a ti mismo, experimentar sensaciones nuevas o repetir las que te gustan presta mucha atención. Hoy os ayudaremos a alcanzar cotas de placer inimaginables gracias a uno de los mejores estimuladores de próstata del mercado y ahora a un precio de risa en amantis.net. Que no te engañe su tamaño, poco más de un dedo en su punta y como dos dedos en su parte más ancha, este masajeador no necesita más para estimular simultáneamente tu esfínter (a través de la penetración) y tu perineo (mediante la presión que ejerce sobre él uno de los apéndices que salen de su base). Su ergonomía está pensadísima para dejarse abrazar por tu conducto anal y llegar hasta esa glándula con forma de nuez que es la próstata y provocar, solamente con las contracciones de tu esfínter, orgasmos sin eyaculación u “orgasmos hipnóticos”. Un hormigueo como nunca antes te había invadido que sentirás sobre todo en tus genitales, pezones y cabeza. Oleadas de placer que, al no eyacular, podrás repetir una y otra vez hasta que el cuerpo aguante.  Pero claro, si eres de manos inquietas también (y por qué no) podrás usarlas para masturbaros mientras el juguetito va haciendo su trabajo por su cuenta. La eyaculación será intensa, explosiva y abundante. Te temblarán las piernas. Palabra.  Si fuese necesario podrás usar el “asa” de su base para darle otras inclinaciones, llegar más adentro o masajearos con ligeras rotaciones. Probadlo todo. Con un poco de lubricante, hay mucho que ganar y nada que perder. Y por último... Hacedle un favor a vuestra próstata. Demostradle que os preocupáis por ella, pues no hay nada mejor para mantener su buena salud y prevenir inflamaciones y demás patologías que un buen masaje prostático. Aumentará la irrigación sanguínea, favorecerá vuestras erecciones, las eyaculaciones serán más intensas... se mantendrá joven y a vosotros lejos de consultas médicas. Salud y placer. ¿Alguien da más?","· Fabricado en ABS libre de Ftalatos y látex. · Longitud total : 13 cm Insertables: 9 cm· Diámetro máximo: 2,5 cm· Disponible en color blanco y negro· Fácil de limpiar con agua y jabón neutro o limpín! ",https://www.amantis.net/estimulador-prostata-prostim-placer-salud-sin-manos/
135,Arnés Corsé BEAU de encaje de amantis,,"La palabra arnés - del francés harnais - nació en el siglo XIII para designar el equipamiento de un soldado armado. Parece que esta acepción instrumentaliza el uso del accesorio corporal que son los arneses sexuales, y quizás por ese enfoque en el uso y no en la forma, se ha obviado durante mucho tiempo el gran elemento decorativo en que se puede convertir este juguete sexual.Amantis repiensa , reinventa y diseña, y así añade este Bonito Arnés de encaje a su lista de arneses estéticos y originales. Beau es un arnés que se dibuja como un cinturón corset por tu espalda. El trenzado de cordón ajustable poetiza tu cintura, a la vez que convierte la pieza en ajustable a todo tipo de caderas. Una fina tira de encaje adorna este corte encorsetado aderezando con un aire vintage el estilo final del conjunto. Y, qué decir de la comodidad, punto indispensable en estas prendas… pues mucho: Beau de amantis está totalmente acolchado en toda su superficie, y los bordes han sido rematados de forma curvilínea para suavizar y acomodar así la fricción de estos. Las tiras, extremadamente sencillas de ajustar, han sido diseñadas siguiendo la línea de los glúteos, así el resultado final es el de una braguita ajustable con un cinturón estilo corset.Estético, cómodo, suave, estiloso, original y diferente; Amantis te ofrece con el Arnés Beau la posibilidad de sentirte elegantemente engalanadx mientras portas un dildo fálico o no , de cualquier tipo de dimensiones.Porque funcionalidad y estilo son compatibles.",Tiras suaves de algodónFácil de vestirDiámetro de la anilla 5cmDildo no incluido ,https://www.amantis.net/arnes-corse-beau-encaje-amantis/
136,MONAMOUR,plug anal con brillante de corazón,"Si te apetece adentrarte en el placer anal, pero además quieres hacerlo con buen gusto y elegancia, dale a tu vida sexual un toque de glamour con los nuevos MONAMOUR, plugs anales metalizados de amantis. Lo tienen todo: un bonito diseño, un brillante con forma de corazón en diferentes colores y el peso adecuado –muy ligeros- para quienes se inician en el sexo anal.Escoge tu tamaño ideal: pequeño, mediano o grande, el color que más te guste y disponte a disfrutar. Aplícale un poco de lubricante –te recomendamos nuestro gel Bacanal o el Desliz Aloe Vera-, póntelo con mucho cariño y un extra de excitación y convierte tu culo en una auténtica joya mientras disfrutas de las prácticas sexuales que más te gusten.Cuando extraigas el plug habrás conseguido una mayor dilatación, ideal para que te penetren con más facilidad –pero no olvidemos nunca el lubricante- y tú solo tengas que preocuparte de disfrutar. El sexo anal es maravilloso, simplemente hay que saber abordarlo como merece y con estos plugs, además, te sentirás sexy y poderos@.","· Realizados en Aluminio ultra-liso. · NO contienen níquel. · Decoración engarzada en la base con forma de corazón brillante en plástico rígido. · Color del brillante: transparente, fucsia o púrpuraModelo Pequeño: · Peso: 54 gr. · Longitud operativa total: 7cm · Longitud de “la gota”: 5 cm · Ancho máximo: (aprox) 2,7 cm · Ancho soporte de la base: (aprox) 3,2 cm.Modelo Mediano: · Peso: 92 gr. · Longitud operativa total: 8 cm · Longitud de “la gota”: 6 cm · Ancho máximo: (aprox) 3,5 cm · Ancho soporte de la base: (aprox) 3,4 cmModelo Grande: · Peso: 164 gr. · Longitud operativa total: 10 cm · Longitud de “la gota”: 7 cm · Ancho máximo: (aprox) 4,1 cm · Ancho soporte de la base: (aprox) 4,1 cm ",https://www.amantis.net/monamour-plug-brillante-corazon-tres-tamanos/
137,PASTORA,potente arnés sexual de sujeción firme,"¿Buscas un arrnés seguro, potente y que sujete bien todas tus perrerías?El arnés PASTORA es un arnés con una presencia potente, para mujeres que dominan cuándo y dónde quieren entrar, cuánto tiempo se quieren quedar y, lo más importante, cuando se quieren ir. El arnés PASTORA tiene una potente base en forma de pentagono que cubrirá en su totalidad tu zona genital consiguiendo que el dildo que elijas quede completamente pegado a tu pubis, haciendo del roce, el cariño gozoso. Este arnés es para aquellas que se acercan a sentir cierto fetiche por el cuero pero también para las que se preocupan por el bienestar de los animalillos, el material del que está hecho es polipiel, que no es cuero, pero se parece mucho. Las tiras, muy sencillas de ajustar, han sido diseñadas con un ancho generoso, y la parte trasera diseñada tipo tanga, dejando toda tu parte trasera libre de ataduras, listo para que te agarren y aprieten mientras tú transitas la perra salvaje que llevas dentro.    Cuenta con una anilla metálica que tiene un tamaño estándar haciéndola compatible con la gran mayoría de tamaños de dildos, siempre que cuenten con base o ventosa. ¿Ya sabes con qué tipo de dildos puedes empezar a ladrar? Conoce nuestra colección de dildos Avatar o nuestros Glups! o Lizo.",Composición: 100% Poliéster Producto VEGANOTalla: ÚnicaColor: Negro Limpieza y conservación: Lavar con agua fría y utilizando productos de limpieza suaves o específicosDildo no incluido ,https://www.amantis.net/pastora-potente-arnes-sexual-sujecion/
138,Desliz! Eco Mandarina,"lubricante ecológico, orgánico y sabroso","¿Quieres un poco de sabor en tu nuevo lubricante Desliz! Eco natural? Con Desliz! Eco Mandarina tendrás la nueva fórmula ecológica, sin químicos y con un refrescante sabor a cítrica mandarina. Mmmm....Si ya conoces nuestro lubricante Desliz! no puedes perderte lo que te hemos reservado con esta nueva fórmula. Desde amantis.net te traemos Desliz! Eco mandarina: un lubricante íntimo que ha sido formulado y creado con mimo en España empleando una composición certificada 100% natural, ecológica, vegana y sostenible. Además, en esta ocasión el sabor a cítrico enamorará a los que les guste experimentar el sexo oral con un extra de sabor afrutado, ácido y dulce.Todas las bondades de tu lubricante de confianza mejoradas gracias a sus ingredientes naturales de origen vegetal y procedente de la agricultura ecológica. Desliz! Eco mandarina es el acompañante perfecto para tus momentos de placer, con juguetes a solas o en compañía: ni demasiado líquido, ni demasiado espeso; no mancha, totalmente hipoalergénico y muy hidratante. Dejará tu piel suave y deslizante incluso después de su completa absorción. Gracias a su base de agua es compatible con todo tipo de juguetes eróticos y muy recomendable en prácticas en los que se utilice la lengua.Respeta el medio ambiente y respeta tus mucosas ¿A qué esperas para hacerte con la nueva versión de tu mejor aliado en la cama?","Contiene 100 mlLubricante íntimo en base agua.Perfecto en juegos de pareja o con juguetes eróticos.Certificado Ecológico CAAE ECO COSMÉTICA.Ingredientes procedentes de cultivos ecológicosComposición: glicerina, agua, goma de xantano, ácido levulínico, sodio levulínico. ",https://www.amantis.net/desliz-eco-mandarina/
139,SUCCIÓN PROFUNDA,kit de desarrollo y placer para hombre,"SUCCIÓN PROFUNDA es un kit que viene cargado de sorpresas para satisfacerte en todos tus deseos.Podrás olvidarte de los desarrolladores manuales: obtén las ventajas de un desarrollador, casi casi manos libres. Simplemente introduce tu pene en el cilindro, y activa la succión en una de sus tres intensidades para sentir y observar gracias a su cilindro transparente y reglado cómo crece y se endurece tu miembro. Después solo tendrás que deslizar una anilla para mantener el tamaño y la erección conseguidas.O bien, déjate estremecer por la sensación más real gracias a su suave manga masturbadora, que te invitará a ir cada vez más profundo con sus ligeros toques de succión.¿Quieres más? Añádele vibración y prepárate para ver las estrellas. Así, en un sencillo movimiento, convierte tu desarrollador en tu juguete favorito y no te olvides de añadir unas gotas de tu lubricante a base de agua preferido como Desliz! Eco natural.¡No querrás parar!","Incluye cable cargador con puerto USB, manual de instrucciones en inglés, manga masturbadora con apariencia de vulva, cilindro desenroscable y acople de entrada para el cilindro.Antes de utilizarlo en el pene, prueba en tu brazo o pierna la succión que ofrece, para hacerte una idea de la intensidad que proporciona cada uno de sus tres niveles.Tras su utilización, limpia los artículos por separado con agua tibia y un jabón bactericida, como nuestro Limpín. Asegúrate de que los componentes están completamente secos antes de guardarlos.Recargable cable USB incluido. Carga completa en 2.5 hVibración: 9 modosMateriales: ABS, TPR y Silicona. Sin Latex y Sin FtalatosMedidas:Tamaño total montado: 31.4 cmLongitud del cilindro: 22 cmDiámetro del acople de entrada: 8.6 cmDiámetro penetrable del acople: 2.2 cmDiámetro total de la manga masturbadora: 9.5 cmLongitud total de la manga masturbadora: 13.5 cmSumergible  IPX7 has de asegurarte de que su interior queda bien seco antes de guardarlo en caso de que lo hayas sumergido. Si no lo haces sumotor podría dañarse  ",https://www.amantis.net/succion-profunda-kit-desarrollo-placer-hombre/
140,BLACKPACK,Kit bedesemero completo,"Existen un sinfín de juguetes, complementos y accesorios que forman parte de la cultura BDSM, si quieres hacerte con pack completito que integre todas sus prácticas, aqui tienes uno bastante completo.BLACKPACK llega y con él tendrás para rato explorando cada uno de sus artilugios. En él encontrarás diferentes artículos y todos ellos hechos de cuero vegano; un tipo piel sintética que imita al cuero, pero que no está testado con animales.Este BLACKPACK sigue una estética fetish y está compuesto por los siguientes accesorios:Esposas de muñecas clasicas con hebillasFlogger: los floggers son azotadores que tienen diferentes colas, haciendo que cada punta despierte muchas terminaciones nerviosas a la vez. Este tiene 15 colas hechas de piel vegana y una empuñadura rodeada del mismo material.Antifaz estilo victoriano con puntadas en rojo.Cosquilleador: una varita mágica con una pluma redonda en una de sus extremidades de una suavidad irresistible.Pinzas para pezones regulables con cascabeles colgantes.Tanto las esposas como el antifaz tienen mecanismos regulables que harán que puedas ajustarlas a la medidas que quieras.Ten cuenta principio fundamental del BDSM, el SCCP (sexo seguro, sensato, consensuado y placentero) y no olvideis tener una palabra de seguridad que nos ayude a entender si algún límite está siendo sobrepasado.","Maletin BEDESEMEROEsposas de muñecas, flogger, cosquilleador, pinzas para pezones y antifaz.Apto para veganosColor: negroCaracterísticas del maletín bedesemero SEXTRIPAntes de empezar a juegos de dominación-sumisión es importante la comunicación y los límites que establezcamos con nuestra amante. Entender que esto es un juego y que la persona con la que estamos jugando está cómoda y disfrutando forma parte de un sexo seguro y placentero.Cada accesorio lo usaremos en su manera correcta y cuidadosa, podrás alternar todos ellos y montarte la historia con la que siempre has fantaseado. ",https://www.amantis.net/blackpack-kit-bedesemero-completo/
141,LIBÉL,vibrador percutor de amantis ¡con mando a distancia!,"La libélula es uno de los animales que más pasiones despierta ya que cuando emprende el vuelo sorprende con su increíble facilidad de movimiento, capaz de seducir a cualquiera.Libél es de textura suave y aspecto delicado cuando está dormida, pero su máximo encanto lo despliega cuando la despiertas…Su cuerpo dividido en dos, está pensado para darte el máximo placer, así que mientras su parte impulsora penetra en tu interior (anal o vaginalmente) su otra parte vibra sobre tu clítoris o perineo. Libél, además, es capaz de obedecer varias órdenes a la vez, así que sólo tienes que decirle qué ritmo de penetración quieres y combinarlo con el de la vibración que más te guste. De esta forma Libél te permitirá alzar el vuelo con ella y llegar al cielo al ritmo que tú decidas.Sin duda, Libél se va a convertir pronto en la protagonista de muchas horas de placer, a solas o en compañía, Libél ha nacido para darte placer.Pero es que además, es muy juguetona, ¿quieres saber cuál es su juego favorito?, pues le encanta sentir el lubricante en su cuerpo, como si de gotas de rocío se tratase, y notar como después te la introduces suavemente. Entonces le gusta que te relajes, que dejes volar la imaginación y te prepares para un gran viaje, porque en cuanto tu cuerpo se haya acostumbrado a ella, le gusta que la actives y llevarte volando al paraíso.","Vibrador e impulsorControl mediante mando a distanciaRecargable (el mando funciona con una pila CR2032 incluida)Sumergible (el mando no)Material: silicona de grado médico y ABSColor: fucsiaMaterial: 13cm (10cm penetrables) | 3cm diámetro máximo¿Cómo se usa?Te sugerimos que comiences explorando todas tus zonas erógenas para poder activar el circuito de la excitación, una vez sientas que tu cuerpo te pide un poquito más, puedes encender el juguete en el botón de en medio.Una vez aprietes ese botón se encenderá una luz y ya puedes usar el mando. Comienza con la vibración de la parte de fuera antes de introducir la parte del dildo. Después puedes hacer círculos alrededor de la entrada de tu vagina, y con una generosa cantidad de lubricante puedes ir introduciendo a LIBEL dentro de ti.Sería bueno que cuando sintieras que el orgasmo llega activaras la función percutora para potenciar las sensaciones, pero te dejamos a ti que ordenes tus propios placeres y encuentres tu manera de usarlo, que hay muchas.Te recomendamos siempre usar uno de nuestros lubricantes a base de agua como Desliz! para favorecer la penetración y aumentar el placer. También existen cremas para inducir la electricidad.No olvides limpiar antes y después de usarlo con agua tibia y un jabón neutro, o un jabón bactericida como Limpín. Sécalo bien antes de guardarlo y mantenlo alejado de otros juguetes, por ejemplo en una de nuestras bolsas de satén. ",https://www.amantis.net/libel-vibrador-percutor/
142,SEDUCT,arnés e inmovilizador ¿Seducción o Sumisión?,"¿Quieres una pieza que te sirva tanto para lucir cuerpazo como para satisfacer tus fantasías de sumisión? Aquí la tienes. Este arnés de cuero vegano es tu aliado ideal en una fiesta fetish o para una ocasión especial en la intimidad. Póntelo con los brazos por fuera para que enmarque tu silueta y te aporte un aire kinky y elegante a la vez. Pero si lo que quieres es jugar, átalo sobre tus brazos estirados a lo largo del torso y utilízalo como complemento inmovilizador en tus juegos de BDSM.Las tiras de cuero vegano son suaves y aterciopeladas por dentro y, gracias a su sistema de hebillas y agujeros, se adapta a múltiples posiciones y cuerpos. Las anillas plateadas ayudarán a tu pareja a sujetarte y llevarte hacia su cuerpo, porque serás como un imán tan pronto te lo pongas.Ten en cuenta el tamaño máximo, podría servir hasta una talla M o L ajustado:Contorno máximo de la cinta de los hombros: 100cmContorno máximo de la cinta de los hombros: 90cmContorno máximo de la cinta de las caderas: 90cm",Arnés de piel vegana totalmente ajustableCierre con hebillas metálicasIncluye cinta extra para poder aumentar el tiro del arnésColor: negroNo lavar. Para su limpieza se recomienda utilizar un paño húmedo ,https://www.amantis.net/seduct-arnes-e-inmovilizador-seduccion-o-sumision/
143,BODICE,Body de rejilla con pecho descubierto,"¿Te apetece tener un body de rejilla, pero quieres que tenga un toque especial? Este modelo está pensado para ti, porque combina la rejilla clásica con una apertura en el torso y el pecho al descubierto. Queda de escándalo y deja las zonas erógenas más importantes de tu cuerpo sin cubrir, para que las acaricien como merecen.Se trata de un body abierto que te permitirá disfrutar del sexo más salvaje sin necesidad de quitártelo. ¿Te imaginas combinarlo con tus tacones preferidos? ¡Fetichismo en estado puro!Súmale un plus de sensualidad a ese cuerpazo que tienes y disfrútate por todo lo alto.","Body de rejilla con abertura en entrepierna, pecho y vientreTanga no incluidoTalla: única (S/M)Color: negroLimpieza y conservación:Lava tus prendas con agua fría y preferiblemente a mano. No utilizar secadora ni planchar, y guardar en una bolsita, como las nuestras de terciopelo, para evitar enganchones. ",https://www.amantis.net/bodice-body-rejilla-pecho-descubierto/
145,LAZZO,Atar tu pene para desatar tu pasión,"Te agarra la base del pene pero para dar rienda suelta a una potente y duradera erección. Te presiona el glande pero para liberar su costumbre al tacto y darle una nueva sensibilidad.Y teniendo todo lo necesario bien atado, Lazzo desatará también un placer extra en la penetración haciéndola más completa y estimulante, no solo para tí, también para tu acompañante. Esto es debido a la existencia de un reborde en la parte superior del juguete para la estimulación de punto G o punto P.Como sabemos el punto G se ubica en la pared frontal de la vagina, a unos cinco centímetros de la entrada, tiene una textura rugosa fácil de identificar pero difícil de estimular solo con la penetración en algunas posturas. Y lo mismo pasa con el punto P.Decora tu pene con este maravilloso lazZo y conviértelo en el regalo que todo punto G y P desean recibir.","Funda para pene Material: Silicona Médica Medidas: 14,2 cm de largo. 3,2 y 3,4 cm de diámetro de anillas inferiores. 4,7 cm de anilla superior. Sumergible AVISO: Este dispositivo no médico está pensado solo como una ayuda en tus relaciones sexuales, no es un anticonceptivo ni está pensado como un tratamiento para la erección. No usar más de 30 minutos seguidos y dejar pasar 60 minutos antes de volver a usarlo. No te duermas mientras usas este producto. ",https://www.amantis.net/lazzo-funda-pene/
147,Pro Anal GROSSO,el vibrador anal de silicona,"Por fin llega a amantis Pro ANAL GROSSO, el hermano mayor de nuestro éxito de ventas pro ANAL 2, especialmente diseñados para dar placer donde la espalda pierde su nombre. Deja a tu vista y a tu tacto recrearse con este juguete de suave e higiénica silicona de grado médico mientras le aplicas lubricante antes de tu sesión amatoria: una anilla en su mango para que sea fácil de manejar, un cuerpo recto, y una punta redondeada y ligeramente curvada hacia arriba, para que los movimientos de tu mano acompañen a pro ANAL GROSSO hasta elevarte al séptimo cielo… o a donde tú quieras, porque con su bloqueo para viajes no tendrás que preocuparte de que empiece a funcionar en tu maleta.Y ahí no acaba la cosa: Pro anal GROSSO tiene dos motores, uno en su punta redondeada y otro en su cuerpo, para que tu anatomía entera no deje de temblar de placer mientras lo sumerges en tu lado oscuro.Sus 10 modos de vibración harán que tu cuerpo baile a la sintonía del orgasmo, que será muy fácil de alcanzar gracias a sus botones de fácil manejo (un botón para aumentar la intensidad, otro para bajarla, y el del medio para cambiar el patrón).Si ya has conocido a su hermano pequeño no podrás resistirte a él. ¿Vienes a por él o te lo llevamos a casa?","Hecho en silicona de grado médico. Anilla en ABSMedidas: 19 cm le largo (14,5 penetrables); 3cm de diámetro en la punta; 2,2cm de diámetro en el cuerpoRecargable (cable USB incluido). 30 min de uso continuo, 1 hora de uso interrumpido. 3 horas de carga.SilenciosoSalpicable (IPX4)10 modos de vibración. 5 velocidades independientes.ErgonómicoControles de fácil manejo: un botón para aumentar la intensidad, otro para bajarla, y el del medio para cambiar el patrónBloqueo de viajeColores: negro y púrpuraLimpieza y conservación: No olvides acompañarlo con tu lubricante a base de agua preferido, como Bacanal, limpiarlo antes y después de cada uso con agua tibia y jabón neutro, o un jabón bactericida como Limpín y guardarlo alejado de otros juguetes. El ano no se lubrica de manera natural, los juegos anales siempre han de ir acompañados de lubricante ",https://www.amantis.net/pro-anal-grosso-el-vibrador-anal-silicona/
148,Desliz! Aceite de masaje erótico de aromas afrodisíacos,,"La piel es nuestro mayor y más importante órgano sexual. Una puerta a la sensualidad y a las emociones. Incluso en el encuentro más furtivo, una fragancia agradable puede hacer que se dispare nuestro estado de ánimo, estimular la creatividad y la intimidad con tu pareja.En amantis, hemos diseñado un aceite de masaje con tres aromas distintos altamente afrodisíacos. Entre sus componentes está el aceite de almendras dulces, de Aloe, de Jojoba y el de cáñamo. Hidratarán tu piel, la mantendrán suave, y lista para una sesión de placer manual inolvidable. No volverá a faltar en tu mesilla de noche. Tres arómas diferentes, encuentra el tuyo:Edén: Con matices de Vainilla, creará un ambiente íntimo en toda la habitación, creerás perder el conocimiento.Burlesque: Aromas de Nuez, almendra, cítricos y maderas… una combinación sensual, y que creará una sensación única que no podrás parar de recrear.Menta y chocolate: Delicioso y sugerente, delicado pero muy apetitoso. El aroma del chocolate y la menta combinarán perfectamente en tus sesiones amánticas. Sólo para los más golosos.Contiene 250MLNo compatible con el uso de preservativos",,https://www.amantis.net/desliz-aceite-masaje-erotico-aromas-afrodisiacos/
